Index,Newspaper,Date,Title,Text,Category,Page_number,Political_camp,Raw_article_length,Title_length,Month,Racial_label,Sentiment
325,Oriental Daily News,2019-05-23,盲幫聲請者 愧對納稅人 張超雄被斥「假難民之父」,【本報訊】假難民問題已成本港社會治安炸彈，工黨立法會議員張超雄昨在立法會辯論有關免遣返聲請的議案時為假難民辯護發聲，甚至要求政府批准他們在港工作。勞工界議員何啟明斥責張不愧是「假難民之父」，對政府每年花逾十億元公帑在持「行街紙」人士身上視若無睹，竟企圖進一步協助他們剝削港人工作機會，盲目幫助假難民，何更反問張如何面對本地勞工。張超雄被指盲目幫助假難民。不分青紅皂白 割肉餵鷹身兼立法會保安事務委員會主席的議員陳克勤就質疑張超雄甚少「落區」，並指如張到深水埗、元朗的「南亞村」視察，就會感受到假難民如何滋擾市民生活，如張能與本地少數族裔溝通，就會知道他們受到何等程度的誤會及歧視，批評張盲目幫助假難民，是對納稅人及本港社會不負責任。漁農界議員何俊賢則表示，真正的難民需要幫助，但假難民不是，怒斥張超雄不分青紅皂白地為假難民爭取資源，甚至將責任推在指出問題的人身上，根本沒有邏輯，認為張超雄一再維護假難民，不斷協助，只會是割肉餵鷹，永遠也不能解決問題。,港聞,A18,Pro-Beijing,425,24,5,1,0
326,Oriental Daily News,2019-05-23,設禁閉營修《入境例》 議員提案堵截假難民,為禍本港的假難民不但枉花公帑，更嚴重破壞社會治安，導致市民人心惶惶。立法會昨辯論無約束力議案，多名議員狠批每年花數以十億元公帑處理聲請，如「倒錢落海」，亦有議員引述本報指，不時有假難民在港犯案，促政府盡快修訂《入境條例》及設立禁閉營，議案最終獲得功能組別及地方選區兩部分在席議員過半數支持通過。多名議員狠批每年花數以十億元公帑處理假難民，如「倒錢落海」。5600宗未處理  屢犯案損治安保安局局長李家超在開場發言時指，早前累積約一萬二千宗聲請個案已大致完成審批，即及後的新聲請個案可即時處理，但有不少被拒絕的聲請人提出上訴，令上訴個案急升，為此，政府於過去兩年額外委任七十名上訴委員會委員加快審批，現時仍有約五千六百宗個案未處理，預期需兩至三年才能完成。跟進免遣返聲請統一審核機制有關事宜小組委員會主席葛珮帆稱，有非法集團及不法分子到不同國家招兵買馬，濫用現有機制漏洞引入假難民，形容香港治安問題已十分嚴峻，市民人心惶惶。她認為港府年花十多億元處理聲請是冤枉錢，促政府盡快修訂《入境條例》，除作源頭堵截，並成立收容中心，進一步打擊假難民來港意欲。柯創盛引述《東方日報》報道，指假難民經常犯案，認為修訂《入境條例》具有迫切性。引用《東方》報道 轟政府欠承擔議員柯創盛引述《東方日報》報道，指假難民經常犯案，認為修訂《入境條例》具有迫切性，以助加快審批聲請程序，以免假難民再以各種原因拖延留港，明言不想本港成為「難民都市」，批評政府目前動作「龜速」，沒有承擔及勇氣處理問題。議員梁美芬更提出取消俗稱「行街紙」的不允許僱傭工作擔保書，以及設立禁閉營，以防止假難民到處犯案，強調若繼續容許假難民濫用香港法律援助，不但令市民反感，更導致合法入境的非華裔人士被誤會成罪犯，影響香港形象。保安局副局長區志光在總結發言時表示，當局於去年七月及今年一月就修例進行諮詢，會小心考慮意見，以敲定最後的立法建議。對於有指聲請個案多，是因為有重複申請，他解釋，截至今年三月底，二萬一千多宗聲請個案中，有一萬六千宗是首次提出，反映絕大部分逾期居留或偷渡入境者不是真正需要聲請的人士。,港聞,A18,Pro-Beijing,877,20,5,1,0
327,Ta Kung Pao,2019-05-23,扮政治迫害獲「庇護」議員質疑屬「假難民」 黃台仰李東昇潛逃德國政府必緝捕,涉嫌參與旺角暴亂而被控暴動等罪的「港獨」分子黃台仰、李東昇，前年11月棄保潛逃。黃台仰昨受訪承認與李東昇在去年五月獲德國提供難民庇護，又稱此時發聲，是要引起外界關注修逃犯例云云。政府表明會追捕被通緝的疑犯。有立法會議員形容二人是「假難民」，認為德國政府在二人聲稱受政治迫害的情況下給予庇護，惟二人所涉的是暴力罪行、與政治無關，認為德方做法不尊重法治、鼓吹暴力違法，促請特區政府與其嚴正交涉。大公報記者莊恭誠馮瀚林「港獨」組織本土民主前線前發言人黃台仰，因涉嫌參與2016年旺角暴亂而被控暴動等罪，之後以出席學術活動之名向法庭申請保釋期間離港獲批。他和同案被告、當時亦獲准保釋的本民前成員李東昇，於前年11月到德國，二人自此銷聲匿跡、棄保潛逃，被法庭和警方通緝。同案被告李倩怡亦棄保潛逃至台灣。黃台仰接受美國《紐約時報》和英國《金融時報》訪問的報道昨日相繼刊出。他聲稱和李東昇在德國申請難民庇護，至去年五月成事，而德國政府並未給出理由；選擇赴德是因為對方在人權問題上能對中國採取較強硬態度，現時公布消息是要引起外界關注香港修訂《逃犯條例》云云。律政司司長鄭若驊表明，警方會就追捕被通緝的疑犯，做其應做的事。保安局局長李家超強調，執法部門會用任何合法的方式，緝捕被通緝者。涉暴力罪行與政治無關保安局前局長、新民黨主席葉劉淑儀指出，按《日內瓦難民公約》批出難民庇護的條件之一，是當事人因受政治迫害而感到深刻恐懼，惟她完全見不到黃、李符合該條件，因為香港有公平審訊，而且二人涉嫌暴力罪行而棄保潛逃，與政治無關，德國政府的做法是不尊重公平審訊，希望特區政府向對方提出嚴正交涉。她強調，任何人都不能以持某種政治意見為由，逃避法律責任。民建聯副主席、律師周浩鼎認為，德國政府在黃、李聲稱受政治迫害的情況下給予難民庇護，誤導他人以為香港司法不公，破壞香港形象，特區政府有必要予以澄清，還香港司法體系公道、不容聲譽遭到誣衊。黃台仰聲稱，不返港是因為擔心修逃犯例後會被移交回內地云云。民建聯副主席、律師張國鈞反駁說，修例一事與黃台仰涉嫌破壞香港治安及棄保潛逃，完全是風馬牛不相及，他所涉案件在香港發生，若他願返港歸案，只會由香港法院審理，若定罪也只會在香港服刑，黃的講法只誤導外國政府以為潛逃與政治有關，從而爭取外國為其提供庇護的本錢。工聯會立法會議員郭偉强表示，黃台仰用修逃犯例掩蓋自己暴力違法及棄保潛逃的事實，企圖散播謠言、製造恐慌，他會因在香港犯罪而被移交到內地的講法更是毫無根據，因為只有在甲地犯罪而潛逃至乙地，才存在因乙地無司法管轄權而要從乙地移交回甲地的情況。德濫給庇護侮辱港法治經民聯副主席、大律師梁美芬指出，黃、李涉嫌違法、暴力擾亂社會安寧，德國政府庇護這樣的人，憂慮其他人有樣學樣。自由黨副主席邵家輝形容，黃、李可謂是德國的「假難民」。他認為，二人本該在香港接受公正、透明且受國際認可的司法體系審訊，惟以欺騙的方式逃避，堪稱懦夫，德國政府庇護二人的做法，不僅侮辱法治，亦欠缺智慧。旅遊界立法會議員姚思榮質疑，德國政府庇護暴力罪犯，是否意味其認同這類行徑，希望德國政府解釋。####黃台仰與李東昇接受外媒訪問，聲稱在去年五月獲德國提供庇護金融時報圖片黃台仰因涉嫌參與2016年旺角暴亂而被控暴動等罪，之後棄保潛逃,要聞,A05,Pro-Beijing,1354,36,5,0,0
328,Oriental Daily News,2019-05-25,搗毒品分銷中心 警拘假難民,【本報訊】警冚中區毒窟拘南亞假難民。中區警區特別職務隊，近日接獲可靠線報，指有南亞裔人士在區內經營毒品分銷中心，供應毒品予同鄉及本地人。探員經情報分析及深入調查後，前日下午展開打擊毒品行動，突擊搜查上環蘇杭街一單位，檢獲約一百卅五克大麻、約十七克「搖頭丸」、約六克冰毒、約四十六克可卡因及小量現金，檢獲的毒品總市值約十萬元。行動中，一名以免遣返聲請獲發「行街紙」暫准留港的孟加拉籍男子（廿八歲）涉嫌販毒被捕，已被帶署扣留調查。警方相信是次行動已成功瓦解一個毒品分銷中心，檢獲的毒品主要供應中上環一帶的娛樂場所。南亞兵團/假難民近年犯案事件簿毛公仔藏海洛英 港男落網另外，深水埗警區特別職務隊，根據線報及深入調查後，同晚約七時掩至深水埗南昌街八十九號外進行掃毒行動，期間探員發現一名男子形迹可疑遂上前截查，在其旅行袋內搜出一隻毛公仔，繼而於毛公仔的暗格內，檢獲一包合共廿七粒，重約五點六克的海洛英，市值約四千元。該名姓司徒（六十九歲）本地男子涉嫌「販毒」被捕，已被扣留調查。警方經調查後，相信該批毒品供應予區內的癮君子，惟毒品的來源仍有待進一步調查。警方在毛公仔的暗格搜出海洛英毒品。,港聞,A16,Pro-Beijing,491,13,5,1,0
329,Sing Tao Daily,2019-05-25,中區破毒窟拘孟漢,中區警區特別職務隊人員，前日下午搜查中區蘇杭街一單位，拘捕持「行街紙」留港的二十八歲孟加拉籍男子（見圖），並檢獲約一三五克懷疑大麻，約十七克懷疑搖頭丸、約六克懷疑冰毒、約四十六克懷疑可卡因及小量現金，總值約十萬元。,港聞,A14,Pro-Beijing,107,8,5,1,1
330,Oriental Daily News,2019-05-27,香江十大死症 市民水深火熱,【本報訊】本港自九七年後至今超過二十年，惟港府施政千瘡百孔，本報早於去年已指出令本港不斷沉淪的「十大死症」，當中包括縱容假難民，如毒瘤般在港擴散威脅市民安危；律政司近年檢控甩轆、拖延檢控、「應告唔告」，均葬送本港法治；加上近年接連爆出多宗醫療失誤及工程事故，全為嚴重如末期癌病的死症，令市民活在水深火熱之中，人心思變，均希望移民海外。黑幫和勝和前坐館泰國大毒梟「上海仔」郭永鴻，因獲保護傘包庇而逍遙法外。保護傘包庇 上海仔逍遙本報去年九月已點出香港面對的「死症」，其一是「保護傘」問題，雖然法律面前人人平等，惟黑幫和勝和前坐館泰國大毒梟「上海仔」郭永鴻等不少犯罪分子，卻因獲得保護傘包庇而逍遙法外。其二則是「法治淪亡」，除律政司處事「甩轆」、錯漏百出之外，壹傳媒黎智英一二至一四年間，向不同泛民政團及人士秘密捐款逾四千萬元，惟經調查後，政府竟決定不檢控有關人士，令全城嘩然。而前年六月四日，黎智英在維園涉刑事恐嚇東方報業集團男記者，證據確鑿有片為證，惟律政司長時間拖延仍「唔敢告」黎智英，各界都質疑有人怯於外國勢力。另一四年違法佔領行動，七名警員及退休警司朱經緯「執法變犯法」，全部淪為階下囚，但仍有卅九名核心人物，如黎智英、雙學三子等主要搞手至今未被起訴，亦證司法雙重標準、不公不正。假難民滯港 不斷燒公帑此外，本港亦面對假難民作惡，大批免遣返聲請人「賴死唔走」，五年虛耗港人數十億元公帑；持「行街紙」非華裔人士干犯嚴重罪行，威脅本港治安，惟問題一直未能解決。本港面對假難民作惡，大批聲請人「賴死唔走」，虛耗港人數十億元公帑。其他死症包括政局動盪、官僚怠政、管治不力、多項大型基建工程接連「甩轆」爆醜聞、醫療失誤及樓價失控等，監察團體及立法會議員早已齊齊炮轟港府處事無能，香港已死，勢觸發港人移民，自求多福。事隔大半年，香港各項「死症」如何解決仍無答案，惟更多港人選擇離開，卻是不爭事實。,港聞,A01,Pro-Beijing,795,13,5,1,0
331,Oriental Daily News,2019-05-29,殺蟲劑藏逾萬元冰毒 南亞漢被捕,【本報訊】葵青警區特別職務隊人員，根據線報，前晚六時許掩至葵涌健全街埋伏，期間發現一名持「紅白黑」尼龍袋的南亞漢形迹可疑，遂上前截查，在其袋內搜出一盒煙霧殺蟲劑。警經檢查，揭發殺蟲劑包裝盒內，藏有兩包共重約五十六克冰毒，市值約三萬零九百六十元。涉案南亞漢為孟加拉籍（四十歲），持「行街紙」暫准留港，他涉嫌販毒被捕，警正進一步調查。殺蟲劑內藏有兩包冰毒。（警方圖片）另外，旺角花園街一間運動用品店，昨午十二時許，一名姓李（五十五歲）男負責人報案，指發現店內有被搜掠痕迹，懷疑被賊人「光顧」，警方趕至，經點算後，證實有一百六十件貨品失去，總值約一萬五千元。警方調查後，不排除賊人由後巷爬入天井再潛入店內搜掠，現場天井鐵閘遺下兩盒運動鞋，懷疑賊人逃走時遺下。警方翻查店舖「天眼」片段搜證，其後在旺角區拘捕兩名懷疑涉案印度漢（廿五及卅三歲），據悉他們持「行街紙」。警方把案件列作「爆竊」，交由旺角警區刑事調查隊跟進。,港聞,A04,Pro-Beijing,404,15,5,1,1
332,Sing Tao Daily,2019-05-29,爆竊鞋店兩印漢落網,兩名持行街紙印度男，昨凌晨涉爆竊旺角花園街一家運動用品店，偷走一百六十件貨品，包括波鞋、帽及瑜伽墊等，總值一萬五千元，竊賊匆忙間在天井鐵閘遺下兩盒波鞋（見圖），警方憑「天眼」追蹤，昨午二時在區內擒獲兩疑匪及起回部分贓物。記者 林思明,港聞,A08,Pro-Beijing,116,9,5,1,1
333,Apple Daily,2019-05-31,曾助斯諾登母女：港府已成迫害者,【本報訊】曾經在香港收留美國中央情報局前人員斯諾登的菲裔難民Vanessa Rodel以及其女兒Keana，今年3月成功獲得加拿大提供難民庇護。二人昨日舉行記者會，促請加拿大政府以「人道理由」收容她們其餘四名身在香港的家人。向Vanessa及Keana提供協助的律師表示，德國早前收容黃台仰和李東昇二人的決定，大大提高了她們的理據和說服力，同時顯示香港政府已成「迫害者」（persecutor）。引黃台仰為例Vanessa及Keana的另外四名家人均為斯里蘭卡裔，當中包括Keana的父親Supun Kellapatha以及她的兩名同父異母弟妹。四人在香港的難民聲請早前被港府拒絕後，將面臨被遣返的危機，Vanessa表示：「我的女兒不應在沒有父親的情況下在加拿大成長……我請求加國讓我們家庭團聚。」二人的律師Guillaume Cliche-Rivard表示，自九七主權移交之後，香港人權被侵犯的狀況越來越受到關注。他以德國早前收容黃台仰以及李東昇二人的決定為例，指出港府已經成為《日內瓦公約》定義下的「迫害者」，並表示此事件為難民家庭的要求增加了不少理據和說服力。■記者關冠麒,要聞,A02,Pro-democracy,490,15,5,1,2
334,Headline Daily,2019-06-01,拘行街紙印度漢追查來源 警破劏房偽鈔案起毒搜七刀,警方在尖沙咀搗破偽鈔案，探員在一個劏房單位拘捕一名印度籍住客，檢獲四十三張本港及外幣偽鈔，以及一批利刀及毒品等，事後將被捕男子及檢獲證物帶署。警方表示，檢獲偽鈔仿真度低，每款面額偽鈔的號碼相同。警方西九龍總區反黑組根據線報及調查後，懷疑尖沙咀金巴利道六十四號一個劏房單位，有人進行偽鈔活動及疑為一個武器庫。探員經部署後，前晚八時許，突擊掩至目標單位搜查，當場檢獲四十三張懷疑偽鈔的港幣及外幣，在房間內發現七把利刀及八百克大麻精、十五克冰毒及二十三克大麻花，市值約七萬元。同時拘捕劏房內一名二十四歲印度籍男子，事後連同檢獲證物一併帶署調查。消息稱，檢獲的四十三張偽鈔，兩張為滙豐銀行面額一千元鈔票、三十六張渣打及中銀的五百元鈔票，以及五張二十元英鎊，每款偽鈔各有相同的號碼。檢獲的偽鈔仿真度不算高，警方現仍調查檢獲偽鈔用途，或是售予外籍人士協助散貨。被捕印度籍男子，涉嫌管有偽製紙幣、販毒、藏有攻擊性武器等被捕。他早前來港申請免遣返聲請獲准留港，一直持行街紙生活。警方正追查偽鈔的來源，以及有否流出市面，初步相信被捕男子負責租用單位管理武器庫及偽鈔。消息指出，近年黑幫經常利用持行街紙南亞裔人士，替集團出售毒品和收藏武器，他們活躍於區內娛樂場所，銷售對象以同鄉及外國遊客為主。####■警方檢獲四十三張本港及外幣偽鈔。■一名印度籍劏房住客被捕。,港聞,P18,Pro-Beijing,571,24,6,1,1
335,Oriental Daily News,2019-06-01,南亞兵猖狂 販毒藏武擁偽鈔,【本報訊】南亞假難民禍港無惡不作，販毒、藏偽鈔兼藏武器！一名印度聲請漢，涉利用尖沙咀一單位作毒品儲存倉販毒，並收藏偽鈔及武器作不法用途，警方調查後，前晚採取行動，掩至目標單位搜查，檢獲一批大麻精、大麻花及冰毒，同時搜出逾四十張包括港幣及英鎊偽鈔及七把利刀，將涉案印度漢拘捕，毒品及偽鈔來源有待進一步調查。被捕印度聲請漢由探員押走。（郭垂垂攝）警方西九龍總區反三合會行動組，早前接獲線報，鎖定位於金巴利道六十四號順輝大廈一個目標單位，至前晚約八時採取行動。拘印度漢 疑有同黨及黑幫操控行動中，探員於單位內檢獲約八百克大麻精、約十五克冰毒及約廿三克大麻花，總值約七萬元。同時亦檢獲四十三張偽製紙幣，這批偽製紙幣有面值五百港元、一千港元及二十元英鎊，另外還檢獲七把利刀。探員隨即以涉嫌「販毒」、「藏有攻擊性武器」及「管有偽製紙幣」，將單位內一名獲發「行街紙」暫准留港的印度籍男子（廿四歲）拘捕。警方正進一步追查疑犯是否有同黨及黑幫操控，同時進一步調查毒品及偽鈔來源。,港聞,A18,Pro-Beijing,430,13,6,1,0
336,Sing Tao Daily,2019-06-01,港要向德國「假難民」事件說不,立法會剛於上周辯論本港的免遣返聲請審核機制遭到濫用的問題，即俗稱的「假難民」問題，碰巧在德國也發生了一宗涉及香港的「假難民」事件。因涉嫌組織及參與一六年的旺角暴動，而被控暴動罪等嚴重罪行的兩名港獨人士、本土民主前線創辦人黃台仰與核心成員李東昇，早前棄保潛逃遭香港法院通緝，一年多以來了無音信。直至近日，兩人突然打破沉默，接受多家歐美傳媒訪問，自爆已獲德國當局批出政治庇護和難民身分。其中黃台仰更聲稱有關決定，反映德國當局對香港的法治、人權、自由和司法獨立情況缺乏信心。有關事件和言論引起香港社會嘩然。首先旺角暴動是各界公認的嚴重違法及暴力事件，導致接近一百名警員受傷及大量財物被破壞，就連一向逢中必反、逢特區政府必反的主流反對派，亦不敢將旺角暴動及有關暴力行為包裝為「公民抗命」。其次是黃台仰等人被控的是暴動、襲警等涉及暴力的罪行，控罪內容與他們倡議的港獨主張完全無關。其餘多名旺角暴動案被告，包括黃台仰的前黨友梁天琦，大部分都已被法庭定罪，期間未聞有人質疑相關審訊不公或涉及任何政治考慮。港府事後亦澄清，從未接獲德國當局就有關難民申請作出查詢，令人懷疑對方是基於錯誤、片面及誤導性的資料來作出決定。事有湊巧，本港兩名反對派人士、公民黨立法會議員郭榮鏗及前政務司司長陳方安生，剛於兩周前到訪德國，尋求當地政界就《逃犯條例》修訂向中央及特區政府施壓。陳太等人剛離開德國不久，黃台仰便現身受訪，並明言訪問目的是引起國際社會對《逃犯條例》修訂的關注。但其實香港與德國早已根據現行《逃犯條例》簽訂了長期的逃犯移交協定，根本不會受到今次修例影響。更有趣的是，之前一直猛烈抨擊支聯會並對六四燭光晚會嗤之以鼻的黃台仰，在訪問中公開呼籲各界關注六四事件三十周年，並自言已放棄港獨主張。黃台仰在獲得政治庇護後，立場突然變得與郭榮鏗等主流反對派一致，令人質疑是否整件事件都涉及政治動機和政治操作。免國際產生誤解筆者認為，香港社會必須公開、嚴正地向今次德國「假難民」事件說不，以免國際社會對香港的法治人權狀況和司法制度的獨立性、公正性產生誤解，並且要對在旺角暴動中受傷的警員和受影響的市民還一個公道。特區政府應主動向德國當局澄清及交涉，讓對方認清旺角暴動和香港法治的真實情況，促請對方重新檢視有關難民申請決定，以至考慮是否按照兩地的逃犯移交協定，依法申請將該兩名「假難民」引渡回港受審。之前勇於就各類法律問題發聲的香港大律師公會，亦不應以「不便揣測」為由而對事件噤聲，否則難免會令市民覺得，是否有人對法治和公義持雙重標準，以及是否真誠一致地維護香港的司法制度和獨立性。謝偉銓立法會建築、測量、都市規劃及園境界議員,每日雜誌,A12,Pro-Beijing,1095,14,6,0,0
337,Sing Tao Daily,2019-06-01,警破毒窟拘印度漢檢4張偽鈔,印度聲請漢作惡多端，前晚在尖沙嘴劏房被警方拘獲，除揭發有人涉嫌販毒，更涉印製包括港幣及英鎊偽鈔準備散貨，警方檢獲四十三張懷疑偽鈔、約值七萬元毒品及七把利刀，正追查是否有偽鈔已流出市面。被捕印度籍疑犯二十四歲，持行街紙留港。警方西九龍總區反黑組根據綫綫報，前晚八時許，突擊搜查金巴利道六十四號一劏房單位，破獲一個疑由黑幫操控的毒窟及武器庫，檢獲八百克大麻精、十五克冰毒及二十三克大麻花，市值約七萬元，並起出七把利刀，同時更發現四十三張偽鈔。該批偽鈔包括有滙豐銀行發行的一千元「金牛」、渣打及中銀發行的五百元「大牛」，至於二十元面值英鎊有五張，每款偽鈔各有相同號碼，仿真度不算高，疑是影印製作，不排除有人準備售予外籍人士散貨。印度籍疑犯涉嫌販毒、藏有攻擊性武器及管有偽製紙幣正被扣查，警方仍在追查偽鈔來源，以及有否流出市面，初步相信疑犯負責販毒和管理武器庫。消息稱，近年黑幫經常利用持行街紙南亞裔人士，替集團出售毒品和收藏武器，他們活躍於區內娛樂場所，銷售對象以同鄉及外國遊客為主。記者 徐裕民####■警方緝毒時起出一批港元及英鎊偽鈔。■印度籍疑犯被捕帶署。徐裕民攝,港聞,A10,Pro-Beijing,482,13,6,1,0
338,Wen Wei Po,2019-06-01,警破南亞人毒窟竟檢4張偽鈔,"香港文匯報訊（記者蕭景源、鄧偉明）警方西九龍總區反黑組，前晚在尖沙咀搜查一個南亞人毒窟時，意外搜出43 張偽鈔，包括面額500 元渣打和面額1,000 元的匯豐假幣，所有偽鈔的編號均一樣，不排除是鐳射「批量」打印。由於兩個月前深水埗和土瓜灣市面均出現假「金牛」及「大牛」，警方其後在港島南區搗破假鈔工場，檢獲1,120張鐳射打印的偽鈔，至於今次發現的偽鈔已交由商業罪案調查科檢驗，追查是否來自同一源頭，同時呼籲市民提高警惕。警方西九龍總區反三合會行動組根據線報，前日（30 日）晚上8 時許，突擊搜查尖沙咀金巴利道64 號一個單位，檢獲800 克大麻精、15克冰毒及23克大麻花，毒品市值約7萬港元，拘捕一名24 歲、持「行街紙」留港的印度男子，探員在單位亦起出7把利刀，相信上址是一個由南亞人操控的毒窟及武器庫。探員還發現43張懷疑偽鈔，包括兩張2010年版的匯豐「金牛」及36張渣打「大牛」，另有5張面值20 鎊的英鎊。其中「金牛」和「大牛」分別以AM和AK字母開頭，後面的編號則完全相同，疑由鐳射打印機大量複印，市民憑手感不難分辨出。鐳射打印憑肉眼易分辨被捕男子涉嫌「販毒」、「藏有攻擊性武器」及「管有偽製紙幣」被扣查，警方懷疑南亞犯罪集團染指偽鈔勾當，令偽鈔大量流出市面，警方將今次搜出的假鈔交由商罪科檢驗，追查是否和早前搗破的偽鈔工場有關。今年3月中，西九龍多處地點出現假鈔，警方接獲34 宗報案，指深水埗區內多間食肆、服裝店及家品店均收到500元及100元偽鈔，當中29宗涉及31張500元偽鈔。警方商業罪案調查科4月初採取行動，在香港仔搗破一個偽鈔製造工場，拘捕包括主腦的4名男女，並檢獲1,120張偽鈔，包括2010年版匯豐「大牛」，該批偽鈔以普通A4紙及鐳射打印機印製，質素不高，也沒有真鈔的防偽特徵；包括偽鈔上的變色圖案及開窗式金屬線均無變色效果，水印亦模糊不清，警方相信當時有小量偽鈔流出市面，市民只要小心留意，憑肉眼不難分辨。####警方在尖沙咀搗破毒窟，搜出利刀、毒品和偽鈔。香港文匯報記者鄧偉明攝",香港新聞,A10,Pro-Beijing,862,13,6,1,1
339,Oriental Daily News,2019-06-02,修逃犯例 沒收犯罪所得 非「殺人封艇」,政府計劃修訂《逃犯條例》，並於本月十二日將條例草案直接於立法會大會恢復二讀。立法會保安事務委員會昨繼續舉行特別會議討論修例。有立法會議員會上直指於旺角暴亂案中棄保潛逃的本土民主前線前召集人黃台仰是「着草」到德國做假難民，質詢政府會否將黃移交內地。亦有議員指出，有反對修例單張聲稱修例獲通過後，可沒收港人財產。律政司表示，沒收犯罪所得並非「殺人封艇」，外地法院需證明財產與罪行有關。民主派議員則揚言會提出過百項修正案，力阻政府修例。保安事務委員會昨舉行八個半小時會議討論修訂《逃犯條例》。議員：黃台仰着草當假難民保安事務委員會昨舉行長達八個半小時會議，立法會議員黃國健會上就提及在旺角暴亂案中棄保潛逃、早前獲德國提供難民庇護的黃台仰。黃台仰在早前訪問中稱，曾向德國官員表示在港面對的指控是出於政治動機，亦擔心《逃犯條例》修訂通過後會被引渡至內地，在獄中度過餘生。黃國健形容黃台仰赴德國是「着草」及當假難民，詢問政府會否因黃台仰主張港獨，就將黃台仰送到內地。保安局局長李家超表示不會將黃台仰送回內地，因黃台仰所干犯的是本港法律，若然黃台仰在港出現，必須提出檢控，重申黃台仰是經本港法庭所通緝，涉及棄保潛逃及畏罪潛逃，政府已就黃台仰獲得庇護一事發聲明，提出不同意見及不滿意有關決定。勞工界議員何啟明就展示反對修例的單張，單張標題指修例通過後港人的身家可被沒收。何認為有關說法恐怖，要求當局澄清。議員梁志祥就批評反對修例人士以恐嚇同謊言令市民恐慌。梁亦關注法庭會否因假證據而作出引渡。民主派議員會上繼續要求撤回修例，其中議員陳志全表示，因政府於短時間內提出修改建議，限制議員審議法例時間，故認為政府應延遲恢復二讀。李家超回應，只會就移交門檻由可判處最高刑罰三年提高至七年或以上提出修正案，其餘將以行政聲明方式處理。對於有議員質疑台灣殺人案疑犯或遭移送到內地，李重申疑犯不會移交內地，只會送往台灣。移交逃犯須根據證人誓詞律政司副國際法律專員林美秀就指，沒收犯罪所得並非「殺人封艇」，而是必須經過外地法院為追討犯罪所得財產而發出的沒收令，外地法院亦要證明財產與罪行的關係。而處理移交逃犯的所有證據均以證人誓詞形式呈交，證詞必須是親耳聽到、親眼看到去解釋案件如何發生。另外，議員就《逃犯條例》修訂提交修正案的限期昨日屆滿，民主派揚言至少提出逾百項修正案。議員楊岳橋表示，其所屬的公民黨會於條例草案二讀及三讀時投反對票，該黨已提交至少三十項修正案，以凸顯條例草案千瘡百孔。,港聞,A23,Pro-Beijing,1028,19,6,0,0
340,Oriental Daily News,2019-06-02,南亞假金黨猖狂 珠寶行四度上當,南亞「假金黨」猖狂，珠寶店連環「中招」損失逾五萬元！四名南亞漢在上周初起，連續四日攜同共十二件金手鐲，前往深水埗一間珠寶店變賣，職員疑被掩眼法影響，信以為真金以逾五萬元收購。其後剪開金鐲檢驗，發現全部為「紅銅包金」。前日再有一名南亞漢斗膽再兜售兩件「假金鐲」，店方暗中報警揭發，當場拘捕涉案孟加拉籍假難民，目前通緝其餘四名「假金黨」同鄉行蹤。南亞賊向大埔道一間珠寶店賣假金。（曾志恆攝）現場大埔道一間街坊式珠寶店。消息指，於上周二至前日一連四日，先後有四名南亞裔男子「光顧」，聲稱欲將共十二件金手鐲變賣套現。據悉，店舖職員見手鐲與真金無異，而且對方態度誠懇，又疑遭掩眼法影響，遂不虞有詐向他們支付共五萬五千元收購。其後職員再仔細檢驗，卻發現手鐲並非以足金製成，相信是以「紅銅包金」，懷疑已墮入「假金黨」騙局。密密賣惹疑 職員剪開揭紅銅據悉，前日下午四時許，再有另一名南亞漢到店舖，又聲稱欲出售兩件金手鐲，職員檢查貨品，發現與早前收到的十二件「假金手鐲」款式相同，相信有人欲以假亂真「呃錢」，於是暗中報警。警方接報到場，經初步調查後，以涉嫌以欺騙手段取得財產，拘捕涉案持「行街紙」留港的孟加拉籍男子（卅五歲），不排除他與其餘四名同鄉為「假金黨」成員，專門變賣假金器行騙，案件交由深水埗警區刑事調查隊跟進，目前正追緝在逃四名南亞漢歸案，並調查是否有其他金行受騙。據涉事珠寶店姓林負責人表示，由於平日都會有不少相熟南亞裔街坊變賣金器，職員一般都放心收購，不會登記賣家身份證。惟近日有一批南亞漢「密密賣」遂起疑心，以工具剪開其中一隻金鐲檢查始揭發事件，坦言以後收買金器時會加倍警覺。附近一間金行則指，間中會有南亞裔人士賣金，但一般會驗清楚才付款。區內另一間珠寶店姓鄧負責人則指，普遍金舖會透過試金石、火燒及剪開金器來檢驗，若是假金，遇火燒便會變黑。屢有同類案 南亞兵筍價利誘根據資料，本港過往亦曾發生南亞假金黨行騙事件。其中在二○一七年六月，三名南亞漢向一名男商人以優惠價四十四萬元出售兩公斤黃金，買家不虞有詐買貨後，將黃金交往店舖檢驗，始知是假金。同年十月，兩名南亞漢假扮黃金賣家，訛稱有筍價黃金出售，一名四旬內地漢信以為真，在尖沙咀與對方交易，他看過背囊內的「黃金」後，隨即一手交錢、一手取金，豈料當南亞漢離開後，事主卻發覺黃金已被偷龍轉鳳成一袋黃泥，事主痛失近三萬元。,港聞,A22,Pro-Beijing,983,15,6,1,0
