,Newspaper,Date,Title,Text,Category,Page_number,Raw_article_length,Title_length,Month,Protest,Political_camp
419,Hong Kong Economic Journal,2019-04-29,為「左膠」普世價值平反,近年在香港及亞洲各地興起一股所謂的「意見風」，鼓吹着一種憤世反「左膠」情懷。不少香港的所謂主要輿論領導（Key Opinion Leaders）紛紛投向右翼陣營，對源自西方的自由主義（liberalism）嗤之以鼻。但在抨擊「左膠」，批判「不切實際」的左翼分子前，筆者有個小小建議，建議部分批評者可以考慮先了解一下何謂「左膠」價值及其論述價值，到時再撰述自己對自由主義的評價也未遲。「左膠」的三個定義其實，「左膠」這個詞頗具歧義。筆者統計下，大約有3個可能定義：一、乃是「經濟（極）左翼主義分子」（economic left），意指支持大政府小市場、資源分配由政府主導、產業由社會人士或勞工分子共同擁有、抗拒部分或一切資本及財富的私有化的人士；二、乃是「社會左翼主義」（socially left），意指對社會價值較為開放，以個人自由（autonomy）及權利（rights）為道德審視標準，追求社會平等（equality）以作為公義（justice）的最佳表述；三、乃是政治哲學中的平等主義（egalitarianism）的支持者，認為人人皆有責任確保眾人在資源或機會等標準上達致平等，當中論述表表者包括著有《拯救公義與平等》（Rescuing Justice and Equality）等書的科恩（Gerald Cohen）及德沃金（Ronald Dworkin）。在西方及本土政治論述裏，「左膠」最常見的定義為第二定義，某程度上也涵蓋了第三定義下的學者及知識分子。相反，經濟左翼的人士較少被標籤為「左膠」，反而通常被歸納為社會主義或共產主義的陣營。我想集中探討及捍衞的，正是第二和第三定義的交滙：自由主義（social liberalism）。試想一下你被蒙上了一塊「布幕」，對你的背景、身份、社會地位及取向毫無認知，然後你需要跟一群和你一樣「無知」的人士，共同商討及決定主導社會的政治原則。要記住，在這個情境裏你並不知道你富或貧、是權貴或庶民。如果你能夠選擇，你會選擇活在什麼樣的社會呢？一個充斥着毫無根據的不平等的社會？還是一個透過平等自由等價值，確保公民能夠活出自己意圖追求的生活的社會？相信大部分人皆會選擇後者，一個能夠包容不同個人價值及選擇而同時捍衞基本權利及大致平等的政治制度。大部分支持自由主義的知識分子，都喜歡用以上羅爾斯（John Rawls）的無知之幕（Veil of Ignorance）作為捍衞自由主義的引子。但事實上，自由主義的根基遠遠不止於此。康德（Kant）曾指出，人的道德地位（moral status）是基於人獨有的自我（self-）及道德（normative）思考能力，讓人與其他動物或植物有着根本上的差別。與此同時，正是這種道德地位，賦予所有人眾生平等的應有權利。況且正如米爾（Mill）所說，只要一個人在使用應得的選擇權時，「河水不犯井水」地沒有干涉到其他人的利益時，無人有權去阻止該人。甚至羅爾斯於1993出版的《政治自由論》（Political Liberalism）一書中也有提到，在如今個人價值觀多姿多采的前提下，一個社會需要和諧共存，必須海納百川而不去排除異己。這個時候，反「左膠」的人可會說，「人一出生就並不平等，這是天經地道的！」但這種論據犯了休謨（Hume）提出的「從實然推出應然」（is-ought fallacy）謬誤。人一出生便會生病，在原始社會裏會互相謀殺，在現代社會裏會進行偷呃拐騙，但這並不代表這是我們應該接受的道德標準。應先確立辯證論點或者你可能會認為社會不平等是人類社會的恒常定律，但是我們絕對能夠影響不平等的程度及受害人：我們可以選擇把買《復仇者聯盟》門票的錢投放在援助在斯里蘭卡恐襲受災人，更可以身體力行地去修補聖母院。沒錯，冥冥中可能會注定你出生是富或貧，但須知道人定勝天，人也能改變社會定律。部分極端右翼分子非常喜愛的另一個反駁，則是「左膠主義」的訴求不切實際，罔顧現實。比方說，在香港支持放寬移民政策的人導致「假難民」泛濫，導致本土居民民不聊生。首先，我們需要了解到，「左膠」並不一定罔顧現實，正如右翼人士並非人人皆是不理窮人或不吃人間煙火：有些自由主義人士可能是愚昧地理想化（foolishly idealistic），這絕對是他們個人的特徵及取向，不能以偏概全。進一步來說，現實這個概念由誰人來釐定？法蘭克福學派（Frankfurt School）論點之一便是，有權勢之人常以「現實」與「不切實際」這些字眼去制定大眾對政策的認知及取向。香港政府庫房盈餘非常之高，資源不足實在是一個偽命題；真正的命題是，為何既得利益者會對難民或貧窮國家過來的移民漠不關心。與其攻擊「左膠」，倒不如反思一下港人凡事以自己為先、他人為後的公共態度。左膠並不是一個原罪。與其對着一個稻草人無的放矢，「反左膠人士」倒不如先確立辯證雙方的論點，再作蓋棺論定也未遲。黃裕舜 牛津大學政治學碩士生#黃裕舜 #時事評論 #政思故我在 - 為「左膠」普世價值平反,時事評論,A23,2059,11,4,0,Pro-Beijing
420,Oriental Daily News,2019-04-30,搗住宅毒窟 拘孟加拉男,【本報訊】警破土瓜灣住宅毒窟，檢值逾廿萬元毒品拘一假難民。油尖警區特別職務隊人員，早前接獲可靠線報，得悉有南亞裔毒販在區內分銷毒品。探員經情報分析及深入調查後，鎖定一名南亞裔的目標男子，並於前日早上約十一時展開打擊毒品行動。警員掩至土瓜灣榮光街廿三號一單位進行搜查，結果檢獲約一百七十三克可卡因，以及約六十九克冰毒，檢獲的毒品總市值約二十萬一千元。行動中，單位內一名以免遣返聲請獲發「行街紙」暫准留港的孟加拉男子（四十一歲）涉嫌「販毒」被捕，他被帶返警署扣查，警方正進一步追查有關毒品的來源及分銷渠道。,港聞,A14,251,11,4,0,Pro-Beijing
421,Oriental Daily News,2019-04-30,南亞三匪吼實收舖巨款劫找換店女東,南亞兵團覷準旺場找換店深宵收舖，埋伏街頭截劫女店東！旺角一名找換店女東主，昨凌晨收舖放工，在街頭準備截的士返家之際，三名蒙面南亞匪突然從隱蔽處閃出，搶去她身上載有二百元現金及兩部手機的手袋後逃去，女事主追截跌倒受傷，需送院治理。女事主經營的找換店鄰近中港直通巴上落客點，客似雲來，不排除賊人早已處心積慮部署犯案，圖掠巨額營業款項，但未料女事主只攜小量財物，警方正追緝三賊歸案。女事主在救護車上接受治理。遇劫找換店女東主姓郭（五十七歲），店舖位於旺角彌敦道七百四十五號金都商場地舖，昨凌晨一時許，郭在店內點算完畢，關上大閘收舖，然後獨自走到旺角維景酒店對開，準備截乘的士返寓所。女事主追賊不慎「拗柴」期間，三名戴口罩的南亞裔大漢，突然從附近隱蔽處閃出，從後撲向郭，強搶她身上的手袋，得逞後拔足逃走。郭不甘損失，奮力尾隨追截，但不慎失足「拗柴」，受傷跌倒，只能目送三賊逃離，遂報警求助。警方接報趕至，向郭女了解匪徒的衣着特徵後，在現場附近一帶兜截，惜無任何發現，郭向警方表示被搶走的手袋內載約二百元現金及兩部手機。她因受傷，事後由救護員送往廣華醫院治理。郭的找換店昨晨如常營業，據現場附近一報檔東主表示，該找換店鄰近中港直通巴上落客點，故有不少本地或內地旅客到該店兌換貨幣，坦言「（找換店）好好生意，平時都開到好夜。」不排除南亞賊覷準女事主收舖時或會身攜巨款營業額離開，於是部署深宵埋伏街頭搶掠。警方將案件列作搶劫，交由旺角警區刑事調查隊跟進，正根據附近店舖的閉路電視錄影片段，追緝三名南亞裔匪徒歸案。兩南亞漢銀行偷婦5萬另外，昨午四時許，一名姓孫（六十九歲）女子在荃灣眾安街一間銀行排隊期間，發現斜孭袋被人打開，袋內約五萬港元現金不翼而飛，懷疑身後兩名形迹可疑的南亞漢所為，大呼搶錢，但該兩名南亞漢迅速逃去。警方接報到場調查後，將案件列作扒竊，追緝兩名俱身高約一點八米的南亞裔男子，案件交由荃灣警區刑事調查隊跟進。,港聞,A14,806,16,4,0,Pro-Beijing
422,Sing Tao Daily,2019-04-30,南亞幫收錯風劫空寶 找換店女東失2元,烏龍賊黨收錯風！屢成搶匪對象的找換店東主再成目標，旺角一家找換店的女東主，昨凌晨收鋪離開時，突遭三名蒙面南亞賊攔途截劫，搶去其手袋逃去，事主反抗時失足墮地受傷，須送院治理；女東主事後向警方稱手袋內僅有二百元現金及兩部手機，懷疑匪幫收錯情報，以為事主收鋪後會攜大量現金離去，伺機搶掠，警方正追緝三名涉案匪徒。記者：丁志雄  歐陽偉光南亞匪三人幫搶劫找換店女東主，疑收錯風劫空寶。遇劫女事主姓郭，五十七歲，在旺角彌敦道七四五號金都商場地下開設一家找換店。據附近店鋪職員表示，該找換店因鄰近中港直通巴士車站，故生意很好，相信因而引起賊匪覬覦。昨凌晨一時許，郭婦收鋪後步往附近砵蘭街維景酒店對開等候的士，其間三名戴口罩的南亞匪徒衝出，強搶郭的手袋，得手後立刻拔足逃走，郭反抗期間失足墮地扭傷腳部，三賊逃去無蹤，有途人目擊代為報案。警員接報趕至，在附近一帶展開兜截，惜無發現，郭婦其後獲送院治理，幸無大礙。事主反抗墮地傷事主其後向警方表示，被搶走的手袋僅有約二百元現金及兩部手機，疑匪徒收錯風，失望而回。至於事主經營的找換店昨如常開門，但郭婦未有現身看鋪，職員亦拒絕評論事件。警方將案件列作搶劫處理，刻正根據附近「天眼」片段，緝捕三名涉案南亞匪徒。找換店劫案近年不時發生，其中最血腥一宗發生於一六年，大埔一家找換店店東開鋪期間，被劫匪兩刀割喉身亡，該店其後停業。香港金錢服務業協會曾指出，找換店存放大量現金，應加強保安措施，安裝閉路電視、警鐘及防盜鐵閘等基本保安設備；而負責人在上下班期間，亦不應身懷巨款，減低遇劫時的損失。####■受傷女店東送院。丁志雄攝■女店東昨日沒有返回找換店。歐陽偉光攝,港聞,A12,693,18,4,0,Pro-Beijing
423,Oriental Daily News,2019-05-01,圖夜闖大廈不果 南亞漢恐嚇保安,【本報訊】南亞漢「心虛」，先發制人「兇」保安員！現場尖沙咀彌敦道一幢大廈，昨凌晨四時許，姓高（四十九歲）男保安員在大廈「巡更」時，發覺一名陌生南亞裔肥漢企圖登樓。高即趨前了解，惟對方懷疑作賊心虛，竟發惡反向保安員火爆指罵。期間，南亞漢更出言恐嚇，隨即悻悻然離開，高恐怕有危險致電報警求助。南亞兵團/假難民近年犯案事件簿警附近兜截無發現警方接報到場，派員在附近兜截該名南亞漢，但並無任何發現。案件列作刑事恐嚇，交油尖警區刑事調查隊接手調查。目前正調查南亞漢圖混進大廈動機，並追緝其行藏，涉案惡漢身高約一米七五，身材肥胖，案發時身穿藍色褲及啡色鞋。,港聞,A11,272,15,5,0,Pro-Beijing
424,Headline Daily,2019-05-02,被捕前取出結他扮路人自彈自唱 菲漢當街擎槍途人報警,北角璇宮大廈出現槍手，警方昨凌晨接獲女住客報警，指返家時在大廈外發現一名南亞漢持槍在街頭擎槍向途人指嚇，女事主被嚇至花容失色逃回家報警。大批警員到場及穿避彈衣搜捕槍手之際，涉案槍手竟脫去上衣取出結他，神態自若化身知音人，在大廈外自彈自唱看熱鬧，但最後被警方揭發身份拘捕。被捕男子三十九歲，菲律賓籍，與妻女租住現場英皇道二九三至二九九號璇宮大廈一個單位，擁有本港身份證。昨凌晨一時許，一名三十歲女子近返璇宮大廈住所，路經大廈對開電話亭時，一名男子手持手槍物體走近及向她指嚇，女事主被嚇至花容失色衝入大廈返家，並報案求助。消息稱，連同女事主，最少兩名途人向警方報警指一名男子持槍在璇宮大廈對開徘徊及指嚇途人。警方接報大為緊張，並擔心槍手傷人，多輛衝鋒車馳至，部份警員穿上避彈衣和頭盔，荷槍實彈在大廈及附近搜索期間，涉案槍手竟脫去上衣及拿着結他折返，坐在大廈對開若無其事自彈自唱及看熱鬧，警員一度以為他是露宿者。案發八小時後，探員翻看大廈閉路電視及向有關報案女事主了解後，揭發結他手便是槍手，並居住在現場㻢宮大廈，遂登門調查後，以涉嫌「管有仿製槍械」將菲漢拘捕，連同其妻女等一併帶署，以調查被捕菲漢持槍在街頭徘徊目的。####■一名菲律賓漢涉嫌持槍指嚇女途人被捕。■警方事後在現場調查。,港聞,P12,540,25,5,0,Pro-Beijing
425,Hong Kong Commercial Daily,2019-05-02,持槍指嚇夜歸女 菲律賓漢落網,【香港商報訊】記者區天海報道：一名夜歸女昨凌晨返回北角英皇道寓所時，在街上發現一名南亞裔男子，手持一支手槍在街頭舉槍亂指，女子見狀大驚馬上跑回家報警，衝鋒隊警員到場，持長槍及穿上避彈衣在附近一帶搜索，但未有發現，至昨晨探員根據閉路電視錄影片段追查，在附近一單位拘捕一名涉案菲律賓籍男子。被捕菲律賓籍男子（39 歲），持有本港身份證，涉嫌「管有仿製槍械」罪名，現正被扣留調查。警兜截無果翻查天眼拉人事發現場為北角英皇道293 至299 號璇宮大廈對開，昨日凌晨1 時23 分，一名女子歸家途中，在大廈外發現一名男子，手持一支類似手槍物體，在街頭舉槍亂指，女子見狀嚇得花容失色，立刻跑回家致電報警，大批衝鋒隊警員到場，持長槍及穿上避彈衣，在附近一帶進行搜索，約1 小時後未有發現，目擊事件女子僅受虛驚，沒有受傷毋須送院。至昨日上午，探員在大廈及附近店舖檢取閉路電視錄影片段，逐一翻看，經進一步調查後，鎖定目標男子，在上午約9 時30 分，到上址大廈一單位將涉案男子拘捕，並檢獲涉案手槍，初步相信是氣槍，稍後交由軍械專家檢驗。現場消息稱，被捕男子與妻兒同住，未知其犯案動機，案件交由東區刑事調查隊第2 隊跟進。,香港新聞,A06,502,14,5,0,Pro-Beijing
426,Oriental Daily News,2019-05-02,北角大搜捕拘南亞槍客,北角深宵驚現南亞裔懷槍客！一名女子昨凌晨返家途中，在住所大廈外遭一名南亞裔男子持手槍指嚇，她嚇得跑回家定驚後才報警，警員荷槍實彈到場搜捕無功而回，及後翻看現場一帶閉路電視錄影，終鎖定目標，發現懷槍客是一名菲律賓籍男子，更是女事主的街坊，隨即於案發八小時後登門，以涉嫌管有仿製槍械將他拘捕，正追查事件動機。涉案菲律賓漢由探員押走。（林耀康攝）現場是英皇道二九三號璇宮大廈對開，昨晨一時許，一名年約三十歲女子返回大廈住所，準備由熙和街側門登樓時，目睹一名南亞裔男子手持疑似手槍，從行人路旁的電話亭撲出，擎槍四處亂指，與她四目交投時，更將槍嘴指向她唬嚇，她大驚失色，急忙推門走入大廈，返回三樓住所，見已經安全，於是致電報警求助，期間亦有途人報警指發現懷槍客。妻及兩歲女兒一併帶署助查警方接報大為緊張，派出身穿避彈衣的衝鋒隊警員趕至，手持長槍戒備下在附近街頭搜捕，約一小時後，因無任何發現，暫時收隊離場。事件中，女事主無受傷，毋須送院。警方將事件暫列「求警調查」處理，交由東區警區刑事調查隊接手跟進，並翻看附近一帶的閉路電視錄影，及後從大廈的「天眼」發現懷槍客於案發後進入大廈，遂再詳細追查，證實對方是大廈住客，遂立即部署行動。直至早上九時半，探員進入大廈七樓一單位拘捕一名卅九歲菲律賓籍男子，以涉嫌管有仿製槍械扣查。涉案菲漢持有香港身份證，其妻子與年約兩歲女兒，以及屋內一名女子亦一併被帶署助查。鄰居滕小姐表示，涉案菲漢居住單位面積約二百多平方呎，一家三口於一年多前遷入，他們經常傳出歌聲及叫喊聲，間中有同鄉登門造訪，曾分別於上班時間及晚上，發現菲漢躲於後樓梯飲酒及吸煙，並因他與其妻眼神俱不太友善，故一直無打招呼，對他們所知不多。懶理警搜捕 赤膊男自彈自唱案件發生一段小插曲，當警員在場搜捕懷槍客時，一名赤膊男子卻坐在路旁一個鐵箱上一邊飲啤酒，一邊抱着結他自彈自唱，悠然自得，似對緊張氣氛無動於衷，警員亦無勸喻他離開。,港聞,A18,807,10,5,0,Pro-Beijing
427,Wen Wei Po,2019-05-02,擎槍嚇夜歸女 菲漢速落網 警荷槍穿避彈衣通宵搜廈 睇天眼片拉人檢仿製槍,香港文匯報訊（記者蕭景源）北角街頭昨日凌晨發生夜歸女子無故遭陌生男子擎槍指嚇事件，幸女事主沒有受傷，警方接報大為緊張，調遣大批身穿避彈衣，荷槍實彈警員封鎖一大廈通宵搜查，經超過8小時追查及翻看大量「天眼」片段，昨晨終在一單位內拘捕一名涉案的菲律賓籍男子，並檢獲一支仿製手槍，警方正調查他擎槍指嚇女事主的動機。現場為北角英皇道293 號至299 號璇宮大廈。被捕菲律賓籍男子39歲，持有本港身份證，他涉嫌一項「管有仿製槍械」罪名被扣查。消息指，警方檢獲的涉案手槍，初步相信是氣槍，稍後會交由軍械專家檢驗。至於疑犯則與妻女同住上址7樓一單位，而一度被擎槍指嚇的女住客年約30 歲，亦住同一大廈。事發昨日凌晨1 時20 分，女事主返抵璇宮大廈的寓所樓下時，路旁一個電話亭內突然撲出一名年約30 餘歲的南亞裔男子，手持一支手槍物體指向她，女事主大驚，慌忙奔入大廈躲避，返回3樓寓所後立即報警。警方接報大為緊張，多輛衝鋒隊警車奉召迅速到場，其間身穿避彈衣，荷槍實彈的警員封鎖大廈，及在附近街道搜捕懷疑持槍男子，惟至昨日凌晨2時半仍無發現。警員隨後根據女報案人提供的槍手外貌特徵，繼續封鎖大廈調查，又翻看大廈內外的閉路電視影像，追查槍手行蹤。經超過8小時努力追查，至昨晨9時半，警員終鎖定大廈內一目標單位，成功拘捕一名相信與案有關的菲律賓籍男住客，並在單位內檢獲一支仿製手槍，一併帶署作進一步調查。案件交由東區警區刑事調查隊第二隊跟進。「持槍」犯案月內第二宗上月12日深夜10時許，深水埗長沙灣道街頭曾發生一宗開槍傷人案，當晚據報一名持雙程證來港、附近一間非法遊戲機賭檔的33 歲姓羅男負責人，手持鐵通與另外兩名男子爭執，其間遭對方開槍打傷手臂，負傷自行到醫院求醫。警方經連日追查，先後拘捕三男兩女，包括被槍傷男子、涉嫌開槍的34 歲男槍手、與槍手同行29 歲男同黨，及槍手的女友和另一名女友人。警方在行動中檢獲兩支由氣槍改裝的仿製槍械，至於槍傷事主的相信是一支經改裝的工業用石屎槍，惟至今仍未尋獲，案件動機相信與槍手被揭發干擾遊戲機出千，對方因拒絕將遊戲積分兌現而進行報復有關。####涉擎槍菲漢（左三）被探員拘捕帶署。持槍疑人由大廈附近的電話亭撲出犯案。香港文匯報記者鄺福強攝警員在北角璇宮大廈搜捕超過8小時，終在樓上一單位將持槍疑人拘捕。香港文匯報記者鄺福強攝,香港新聞,A09,977,35,5,0,Pro-Beijing
428,Apple Daily,2019-05-03,刀賊斬腳劫4萬 三市民制服南亞疑犯同黨在逃,【本報訊】黃埔昨午發生巨款劫案，一男子途經紅磡道及德安街交界時，遭兩名賊人持刀截劫斬傷腳部，搶去一個裝有約400萬元現金背囊；其間有薄餅店職員、保安員及休班警長共三名熱心市民協助追賊，合力制服一南亞裔疑犯。警方到場將疑犯帶署調查，同時在現場起回裝有巨款背囊，幸保不失。事主被送院敷治，警方正追緝另一在逃賊人。記者：溫瑞麟溫文學被捕20多歲印度裔疑犯來港三年，持行街紙報稱無業。另一在逃南亞裔賊人年約20至30歲，戴鴨舌帽並留鬍鬚，穿黑色及灰色長袖T恤、深色長褲及藍色波鞋。案發時其中一名賊人持刀。昨午5時許，53歲男事主在德民街一間找換店將約400萬元巨款放入一背囊內，之後離開途至紅磡道及德安街交界的黃埔花園二期錦桃苑一座對開，兩名賊人從後撲出搶奪其背囊，事主反抗被賊人斬傷左小腿，右手亦擦傷；賊人得手後沿錦桃苑走入德豐街逃去。休班警長加入追捕有目擊市民聽到男事主大叫搶劫，並見兩名賊人往黃埔天地美食坊方向逃跑；其間有薄餅店職員聞悉事件，跑出店舖協助追賊，亦有保安員及休班警長加入追捕。兩名賊人之後走入船景街的黃埔號石船，逃至美食坊對開德安街，其中一賊人被追截的市民制服，另一賊人則掉下背囊，走進巴士總站後逃去無蹤。大批警員接報到場，將疑犯押上警車帶署調查，並在現場發現事主的背囊及一把利刀，在背囊內起回巨款，現正追緝另一賊人；案件由九龍城警區重案組跟進，至於遇劫男事主則被送院治理。去年9月21日，紅磡區亦發生街頭搶劫傷人案，兩名珠寶店職員帶同載有74萬元美金及36萬港元（共逾600萬港元）的兩個背囊到找換店，途中被三名蒙面賊人持刀襲擊並搶劫，一名職員腳部中刀。警方先後拘捕一名負責「睇水」的尼泊爾裔男子，及兩名持香港身份證的巴基斯坦裔男子。,港聞,A08,724,21,5,0,Pro-democracy
429,Headline Daily,2019-05-03,南亞刀賊劫找換店職員4萬元,紅磡發生逾百萬元街頭劫案，一名找換店職員，攜帶一個內有約四百萬元現金背囊，途至紅磡道近德安街時，被兩名持刀南亞賊人截劫。消息稱，兩賊得手後逃走時，多名途人聞事主高呼求救，與事主尾隨合力追賊，追至德安街截獲其中一名涉案南亞賊，報警後交到場警員帶走調查。警員同時在現場檢獲兩個背囊及一把利刀，事後封鎖現場調查，損失有待點算，並追緝在逃賊人。,港聞,P12,168,13,5,0,Pro-Beijing
430,Headline Daily,2019-05-03,4萬劫案休班警長擒刀匪,紅磡發生四百萬元街頭劫案。一名中港商人昨午在找換店兌換四百萬元現金，離開時被兩名南亞裔刀匪截劫，手腳斬傷，全部現款被搶去。一名休班警長途經與兩名途人合力擒獲一名疑匪，起回全部失款，另一疑匪逃去。遇劫事主蔡X新（五十二歲），經營中港生意，昨午五時許，蔡獨自往紅磡民泰街近德民街一家找換店，以人民幣兌換四百萬元港幣現金，並放入黑色背囊離開。蔡沿德民街橫過紅磡道，至黃埔花園時尚坊外，兩名南亞裔走近，其中一人從背囊取出半米長牛肉刀指嚇蔡，繼而搶走其載款黑色背囊；事主反抗，被賊人斬傷右前臂及左小腿。三市民義助擒賊兩匪得手後，沿德民街經船景街轉入德豐街奔逃，蔡負傷窮追，沿途高呼求助。兩名食肆員工與一名商場保安員聞呼救聲，加入追截匪徒。兩名賊人慌逃，竟又折回黃埔美食坊對開，一名五十歲休班警長追至連忙表露身份，喝令二人接受調查。兩人不合作並反抗，警長隨即出手制止；剛巧協助追截的三人趕至，合力制服一人，另一賊人乘亂逃去。大批警員接報趕至拘捕疑人，起回全部贓款。事主獲送院治理，未有大礙。警方稱，被捕疑匪二十歲，印度籍，來港三年，持行街紙。警方正通緝一名在逃年約二十至三十歲賊人。####被捕印度籍疑匪二十歲，來港三年，持行街紙。,港聞,P12,510,11,5,0,Pro-Beijing
431,Hong Kong Commercial Daily,2019-05-03,2南亞賊攔路搶4萬市民休班警聯手制伏,【香港商報訊】記者萬家成報道：紅磡黃埔花園昨日傍晚發生巨款劫案，一名報稱到找換店兌換400 萬元現金的本地男子，離開時遭2 名南亞裔刀匪攔途截劫，幸好有見義勇為市民及休班警見狀合力追截，終於追至250米外制伏其中一名賊人並檢回失款，另一名賊人則趁亂逃離現場，遇劫事主受輕傷需送院治理。起回所有失款昨午5時許，53歲男事主到紅磡德安街一間找換店將人民幣兌換成港幣，揹着裝有巨額現金背囊行經紅磡道與德安街交界時，突遭兩名持刀南亞裔人士上前施襲，並且搶走其背囊。男事主邊反抗邊大叫： 「搶嘢呀！」未幾便跌倒地上。途人目擊事件報警，男事主手擦傷及被刀割傷腳，事後被送往伊利沙伯醫院救治。現場消息指，兩名賊人得手後，沿時尚坊私家路逃跑近40 米進入黃埔錦桃苑，現場一間薄餅店兩名職員見狀，立刻跑出店外追賊，其間再有1 名休班警長目睹事件加入追截，2 名賊人由船景街逃至德安街7 號時，其中一人終被追及制伏，另一人就逃離現場。現場遺下事主背囊及賊人載刀的背囊，而事主所有失款失而復得。被捕男子印度裔（20 歲），持「行街紙」留港已3 年。紅磡區過往亦發生涉及巨款的街頭劫案，去年9月21日，3名南亞刀匪在紅磡鶴園東街及紅磡道交界，用牛肉刀截劫兩名珠寶公司職員，狂斬他們腳部致受傷倒地，掠去兩個背囊，內有總值逾600萬港元的美金及港幣。####警方展示失而復得的400萬現金及賊人使用的牛肉刀。,香港新聞,A10,590,18,5,0,Pro-Beijing
432,Metro Daily,2019-05-03,男子黃埔被劫4萬 三人追截擒一刀匪,紅磡發生街頭搶劫案，一名本地男子昨午5時許在民泰街一間找換店將人民幣兌換港元後，背着一個裝有約400萬元鈔票的背囊離去，詎料步至德安街及紅磡道交界時，兩名持牛肉刀的南亞裔匪徒突撲出，搶走事主背囊後逃去。53歲事主高呼「搶嘢」求助，附近兩名食肆職員和1名休班警長聞訊，立即加入追截兩名劫匪，最終在數百米外，於德安街近黃埔天地美食坊，眾人成功擒獲其中一名20歲印度裔疑匪，惟另一名20至23歲的南亞裔匪徒，趁亂丟下一個袋、跑進巴士總站後逃去無蹤。警方接報到場，迅速拘捕被制服疑匪，並派出大批警員手持盾牌搜捕在逃匪徒。另警方在現場檢獲兩個背囊，調查後證實其中一個屬於賊人，內有一把相信用來行劫的牛肉刀。事主反抗雙手受傷送院另一個背囊則屬於事主，內藏多疊鈔票，點算後證實已尋回所有贓款。事主反抗期間右手擦傷、左手受刀傷，清醒送往醫院治理，情況穩定。九龍城警區總督察呂思灝表示，初步顯示案件不涉及三合會，但不排除任何可能性，會從多方面展開調查。####事主（白衣者）在場等候送院治理（facebook）20歲印度裔男子（紅箭嘴示）被警員押上警車警員在現場檢獲匪徒藏有牛肉刀的背囊（電視圖片）,新聞,P04,490,17,5,0,Neutral
433,Ming Pao Daily News,2019-05-03,背囊漢街頭遭劫4萬 途人助擒賊 起回失款檢牛肉刀 一南亞漢在逃,【明報專訊】一名身懷巨款離開找換店的本地男子，昨午在黃埔遭兩名南亞裔男子持刀行劫，搶走裝有400 萬元的背囊，混亂間事主被刀所傷，負傷與匪徒展開追逐，其間3 名熱心途人加入協助，追逐數百米後合力制服其中一名疑犯，起回所有現金。甫出找換店 兩南亞漢持刀搶背囊昨下午5 時許，一名53 歲蔡姓本地男子在黃埔德民街15 號地下一找換店，將人民幣兌成400萬港元，並將一疊疊現鈔放進一黑色背囊，然後離開找換店。男子在約200 米外的紅磡道與德安街交界被兩名持刀蒙面南亞裔賊人從後行劫，搶去背囊，糾纏間男子右手擦傷，左腿亦有刀傷。賊人得手後沿紅磡道向黃埔花園錦桃苑方向逃去。事主負刀傷窮追 3人聞「搶嘢」加入兩名賊人穿過錦桃苑後，途徑一間郵政局及必勝客薄餅店，事主負傷一直尾隨窮追兩名賊人，其間多次大叫「搶嘢」，3 名熱心市民包括兩名必勝客職員及一名休班警長聞言加入追捕。賊人沿船景街逃走，逃至黃埔天地美食坊對開，其中一名賊人被追逐數百米後，被途人合力制服，另一賊人逃去無蹤。據悉，協助捉賊的休班沙展為警察學院教官。其後警員趕至，將賊人拘捕帶署調查。賊人逃走時遺下兩個背囊，其中警方在事主的黑色背囊內起回所有失款，並在另一個屬於賊人的灰色背囊起獲一把長約45 厘米的牛肉刀及一頂帽，相信為犯案時所用。事主被送往伊利沙伯醫院治理，據悉他亦從事找換生意，現正留院觀察。涉嫌行劫被捕印度裔男子21 歲，來港3 年持「行街紙」，報稱無業。警方仍追緝一名在逃南亞裔疑犯，年約20 至30 歲，身高約1.7 米，壯身材，留有鬍鬚，犯案時頭戴鴨舌帽，身穿黑色及灰色長袖T 恤、深色長褲及藍色波鞋。九龍城警區總督察（刑事）呂思灝指出，賊人明顯有預謀犯案，但未見有黑社會成分，正從多方面調查。呂亦稱，警方十分感謝3 名途人見義勇為，熱心幫忙制服疑犯。案件現交九龍城警區重案組第2 隊跟進，警方呼籲任何人如有任何資料，可致電3661 7981 提供。####事主事主事後到伊利沙伯醫院接受治理，右手貼有紗布。起回失款警方在賊人遺下的兩個背囊，起回全部400萬失款及一把牛肉刀。 （樊銳昌攝）熱心途人兩名熱心協助追賊的必勝客員工（左三及左四），事後向警員講述經過。（樊銳昌攝）,港聞,A03,922,31,5,0,Neutral
